Año;Trimestre;Provincia;HASTA 512 kbps;+ 512 Kbps - 1 Mbps;+ 1 Mbps - 6 Mbps;+ 6 Mbps - 10 Mbps;+ 10 Mbps - 20 Mbps;+ 20 Mbps - 30 Mbps;+ 30 Mbps;OTROS;TOTAL
2019;2;Santa Fe;321;8.427;300.124;125.176;129.741;100.131;49.865;22.323;1056.787
2019;2;Santiago Del Estero;39;1.832;63.268;21.362;3.741;108;1.205;34.501;272.909
2019;2;Tierra Del Fuego;6;123;41.824;4.241;1.573;96;32;;304.638
2019;2;Tucumán;16;157;78.891;44.296;24.291;628;18.394;;966.872
2019;1;Buenos Aires;162.513;72.296;1429.964;202.511;576.428;576.859;705.769;6.369;3732.709
2019;1;Capital Federal;74;7.417;283.787;131.007;330.122;365.713;283.463;0;1475.509
2019;1;Catamarca;34;1.708;18.761;6.443;5.606;29;7;2.151;104.669
2019;1;Chaco;69;3.801;38.719;25.632;18.965;12.393;6.368;1.035;175.913
2019;1;Chubut;66;3.938;71.077;6.571;787;74;165;0;1173.586
2019;1;Córdoba;81;20.403;242.769;96.997;200.681;127.965;50.716;6.806;827.337
2019;1;Corrientes;10;6.47;38.402;26.562;15.498;9.688;5.029;0;111.649
2019;1;Entre Ríos;18;9.217;107.013;50.068;28.957;18.146;7.619;12.142;251.162
2019;1;Formosa;1.11;3.023;23.085;5.301;9.027;2.099;1.654;0;45.299
2019;1;Jujuy;27;2.817;30.727;7.811;4.021;30;1.141;37.162;140.679
2019;1;La Pampa;236;8.327;70.538;4.466;1.061;1.354;405;698;1424.746
2019;1;La Rioja;9;1.169;40.285;4.088;5.216;17;869;0;945.758
2019;1;Mendoza;20;1.786;205.383;2.837;5.702;111;140;0;486.708
2019;1;Misiones;47;5.946;45.266;25.89;19.111;16.552;5.167;7.654;172.586
2019;1;Neuquén;1.328;3.055;52.36;1.781;21.452;17.135;11.026;6.105;114.242
2019;1;Río Negro;384;1.583;84.845;2.037;13.615;9.567;5.076;3.719;504.442
2019;1;Salta;49;4.232;59.244;36.473;22.91;10.861;2.242;1;185.962
2019;1;San Juan;22;229;62.38;266;520;3;2;560;1664.38
2019;1;San Luis;57;120;21.38;53.214;345;6;2;23.577;628.171
2019;1;Santa Cruz;25;128;21.99;2.731;702;26;4;0;909.721
2019;1;Santa Fe;333;29.35;296.798;122.959;153.212;74.575;36.502;18.591;1064.987
2019;1;Santiago Del Estero;39;3.372;62.895;20.691;3.959;85;494;0;708.917
2019;1;Tierra Del Fuego;6;131;38.851;3.623;641;80;29;0;929.474
2019;1;Tucumán;16;5.188;82.24;42.877;26.21;847;14.839;0;1034.354
2018;4;Buenos Aires;134.673;73.761;1422.463;194.426;577.679;949.093;265.386;19.125;3636.606
2018;4;Capital Federal;74;7.388;283.281;143.309;330.496;437.662;186.81;0;1462.946
2018;4;Catamarca;34;1.669;17.955;6.425;5.461;29;7;2.003;103.513
2018;4;Chaco;69;3.405;36.437;25.633;18.965;12.393;6.368;0;172.201
2018;4;Chubut;66;3.917;66.061;6.215;531;623;165;1.144;1462.337
2018;4;Córdoba;81;24.102;228.475;97.277;201.639;128.053;48.809;8.903;818.258
2018;4;Corrientes;10;6.438;37.376;26.562;15.498;9.688;5.029;0;110.591
2018;4;Entre Ríos;18;8.769;94.78;50.027;29.002;18.146;7.612;13.693;240.029
2018;4;Formosa;1.11;3.074;22.962;5.285;9.027;2.092;1.654;0;45.204
2018;4;Jujuy;27;2.803;30.727;7.811;4.021;30;1.141;43.573;147.076
2018;4;La Pampa;241;7.727;70.508;3.661;978;1.328;270;923;2495.224
2018;4;La Rioja;9;1.164;40.285;4.088;5.216;17;869;3;948.753
2018;4;Mendoza;20;1.463;197.45;2.494;4.726;19;132;0;377.133
2018;4;Misiones;47;5.981;43.267;26.019;19.226;16.566;5.167;0;163.226
2018;4;Neuquén;1.328;3.044;52.313;1.781;21.452;17.135;11.025;6.287;114.365
2018;4;Río Negro;384;1.225;83.412;643;13.44;9.569;5.07;3.094;1142.81
2018;4;Salta;49;3.659;58.492;36.365;22.91;10.861;2.242;0;183.529
2018;4;San Juan;22;1.465;59.811;180;312;1;1;606;1183.276
2018;4;San Luis;57;109;19.164;53.183;119;62;2;23.635;444.982
2018;4;Santa Cruz;25;115;23.107;779;206;1;4;531;1684.107
2018;4;Santa Fe;335;31.397;276.301;121.009;152.039;74.432;36.427;28.45;1055.055
2018;4;Santiago Del Estero;39;3.25;61.347;20.127;3.686;77;483;326;1013.41
2018;4;Tierra Del Fuego;6;27;29.919;6.323;9.894;24;67;0;170.136
2018;4;Tucumán;16;5.244;82.089;42.766;26.111;847;14.839;92;1126.049
2018;3;Buenos Aires;991;80.459;1445.733;190.805;636.09;897.964;237.248;120.464;4599.763
2018;3;Capital Federal;73;8.493;287.919;147.253;370.677;415.02;165.055;0;1467.417
2018;3;Catamarca;34;1.994;18.475;6.358;5.32;34;7;2.151;109.298
2018;3;Chaco;70;3.503;38.729;24.916;20.335;11.085;5.667;1.035;175.27
2018;3;Chubut;67;3.951;91.096;6.162;531;623;164;0;1486.209
2018;3;Córdoba;81;24.767;224.471;96.372;221.984;109.333;39.854;6.49;804.271
2018;3;Corrientes;11;6.754;38.364;24.953;16.601;8.357;4.419;0;110.448
2018;3;Entre Ríos;18;9.048;96.095;45.651;31.353;15.111;6.786;0;222.044
2018;3;Formosa;1.11;3.365;22.624;5.259;9.336;1.729;1.434;0;44.857
2018;3;Jujuy;345;3.02;29.048;7.756;4.066;39;623;0;1050.89
2018;3;La Pampa;242;8.417;68.507;3.153;920;1.189;216;698;2157.266
2018;3;La Rioja;9;1.291;40.647;4.138;5.425;20;339;0;419.501
2018;3;Mendoza;20;1.525;199.297;2.476;4.727;27;129;0;384.025
2018;3;Misiones;48;5.749;39.617;24.747;21.212;14.674;4.547;0;158.546
2018;3;Neuquén;1.396;2.244;55.822;1.647;23.785;15.218;9.718;6.105;115.935
2018;3;Río Negro;409;5.221;75.929;512;14.912;8.47;4.332;3.719;1033.583
2018;3;Salta;116;3.721;61.795;32.782;25.582;9.224;502;0;751.104
2018;3;San Juan;22;1.326;62.525;180;312;3;1;0;581.851
2018;3;San Luis;57;109;19.17;52.94;119;63;2;1.902;424.012
2018;3;Santa Cruz;26;116;32.815;778;206;1;3;0;1162.815
2018;3;Santa Fe;467;36.786;269.211;115.907;162.545;62.479;31.266;13.911;1159.105
2018;3;Santiago Del Estero;41;2.55;60.26;19.116;3.806;64;265;0;455.732
2018;3;Tierra Del Fuego;6;187;41.569;2.27;231;24;13;0;504.839
2018;3;Tucumán;16;5.993;81.559;43.282;27.062;941;12.187;0;1127.083
2018;2;Buenos Aires;1.009;81.354;1459.443;295.457;816.056;536.049;199.589;113.357;3502.314
2018;2;Capital Federal;73;9.234;290.291;219.166;445.345;264.805;142.253;0;1444.094
2018;2;Catamarca;34;2.414;14.624;6.112;4.347;36;6;6.5;109.997
2018;2;Chaco;70;2.968;34.167;24.282;21.887;9.251;4.63;1.035;168.22
2018;2;Chubut;67;4.471;85.598;5.369;4;5;9;5.01;185.448
2018;2;Córdoba;81;21.779;219.63;102.596;244.291;78.852;34.95;8.11;791.208
2018;2;Corrientes;11;7.047;38.268;24.066;17.926;6.78;3.862;0;108.949
2018;2;Entre Ríos;18;8.179;94.459;44.57;34.281;12.012;5.92;0;217.421
2018;2;Formosa;1.11;3.568;22.409;5.176;9.727;1.313;1.243;0;44.546
2018;2;Jujuy;345;3.32;29.319;8.083;3.977;44;7;0;440.699
2018;2;La Pampa;244;8.797;68.083;2.409;965;969;179;698;3134.289
2018;2;La Rioja;9;1.384;40.679;4.198;5.64;20;15;0;95.901
2018;2;Mendoza;20;1.658;164.596;515;266;17;72;33.788;1090.042
2018;2;Misiones;48;6.092;39.489;23.569;23.747;11.888;3.866;0;156.651
2018;2;Neuquén;1.396;2.408;56.035;1.314;26.417;12.442;8.551;6.105;114.668
2018;2;Río Negro;409;5.298;75.056;523;16.48;6.663;3.725;3.975;1043.197
2018;2;Salta;116;3.99;61.763;33.285;28.431;7.239;182;0;432.708
2018;2;San Juan;22;1.378;57.591;11;0;3;0;5.068;100.037
2018;2;San Luis;57;101;11.992;11;0;7;2;9.284;199.276
2018;2;Santa Cruz;26;120;28.6;655;100;1;3;4.267;937.867
2018;2;Santa Fe;744;34.267;262.603;112.143;175.54;50.525;26.512;22.257;1427.847
2018;2;Santiago Del Estero;41;2.717;41.362;18.721;3.278;31;31;17.589;186.667
2018;2;Tierra Del Fuego;6;188;40.912;2.217;75;0;0;107;419.129
2018;2;Tucumán;16;6.735;79.899;44.968;27.059;1.084;8.784;1.305;185.834
2018;1;Buenos Aires;1.514;74.766;1445.752;292.732;886.678;480.237;184.203;105.818;3471.7
2018;1;Capital Federal;89;10.039;292.566;222.737;487.826;227.953;127.384;0;1457.505
2018;1;Catamarca;34;2.896;14.77;6.145;3.539;41;4;6.5;112.85
2018;1;Chaco;70;3.261;32.516;24.488;23.296;8.219;3.897;1.035;166.712
2018;1;Chubut;67;4.314;83.161;5.358;4;5;9;5.01;182.843
2018;1;Córdoba;281;23.922;222.815;104.3;266.259;57.137;29.228;10.049;994.71
2018;1;Corrientes;11;5.005;37.152;24.038;19.068;5.89;3.256;0;105.409
2018;1;Entre Ríos;18;8.861;90.08;45.599;37.401;9.818;5.071;0;214.83
2018;1;Formosa;1.11;3.803;10.092;5.117;10.061;1.091;1.046;0;32.32
2018;1;Jujuy;345;4.807;27.219;8.044;3.925;49;4;0;441.995
2018;1;La Pampa;245;8.119;67.104;1.616;1.076;614;98;3.503;1038.418
2018;1;La Rioja;9;1.485;40.68;4.217;5.831;19;1;0;81.213
2018;1;Mendoza;20;1.662;164.599;501;266;19;72;33.788;1078.049
2018;1;Misiones;48;4.7;35.82;23.291;26.223;10.241;3.219;0;151.494
2018;1;Neuquén;1.396;2.367;59.468;1.311;29.012;9.709;7.378;6.105;116.746
2018;1;Río Negro;409;5.333;74.894;530;17.997;4.972;3.129;3.975;1049.3
2018;1;Salta;116;4.459;60.334;33.088;30.771;5.145;88;0;337.797
2018;1;San Juan;22;1.058;57.078;11;0;3;0;5.068;99.204
2018;1;San Luis;57;101;11.92;11;0;7;2;9.284;199.204
2018;1;Santa Cruz;26;120;28.6;655;100;1;3;4.267;937.867
2018;1;Santa Fe;1.359;33.639;262.008;108.576;188.9;39.589;22.801;23.181;680.053
2018;1;Santiago Del Estero;41;2.91;41.298;18.914;3.449;33;2;17.589;160.16
2018;1;Tierra Del Fuego;6;307;33.987;2;0;0;0;107;455.987
2018;1;Tucumán;16;7.472;78.811;45.675;26.405;1.218;7.082;1.305;183.968
2017;4;Buenos Aires;3.865;55.046;1551.194;264.645;712.513;335.14;151.747;114.182;3188.332
2017;4;Capital Federal;314;31.411;517.018;284.04;458.12;178.396;114.939;0;1897.924
2017;4;Catamarca;34;3.182;15.315;5.904;2.927;43;2;2.151;108.479
2017;4;Chaco;70;3.432;37.144;24.088;20.123;7.29;3.289;1.035;166.401
2017;4;Chubut;67;4.313;83.676;5.355;7;5;9;0;181.344
2017;4;Córdoba;291;25.411;280.837;102.892;217.602;40.898;24.251;8.429;991.32
2017;4;Corrientes;11;5.22;41.08;23.686;16.046;5.053;2.675;0;104.76
2017;4;Entre Ríos;1.685;9.078;95.466;45.189;30.01;7.958;4.113;0;193.499
2017;4;Formosa;1.11;4.061;13.22;4.867;6.996;977;824;0;1831.254
