Anio,Trimestre,Provincia,ADSL,Cablemodem,fibra_optica,Wireless,otras_tecnologias,accesos_hogares,banda_ancha,dial_up,velocidad_512kpbs,velocidad_1Mbps,velocidad_6Mbps,velocidad_10Mbps,velocidad_20Mbps,velocidad_30Mbps,velocidad_mas30Mbps,velocidad_otros,velocidad_bajada
2018,4,Jujuy,33,12,153,640,44,4653,90,1.0,27.0,2.803,30.727,7.811,4.021,30.0,1.141,43.573,856.0
2018,4,La Pampa,19,55,3,8,1,7349,85,268.0,241.0,7.727,70.508,3.661,978.0,1.328,270.0,923.0,432.0
2018,4,La Rioja,16,35,12,252,36,5035,52,18.0,9.0,1.164,40.285,4.088,5.216,17.0,869.0,3.0,709.0
2018,4,Mendoza,149,40,6,10,2,3776,205,1.0,20.0,1.463,197.45,2.494,4.726,19.0,132.0,0.0,575.0
2018,4,Misiones,56,54,465,426,6,3445,116,0.0,47.0,5.981,43.267,26.019,19.226,16.566,5.167,0.0,1.25
2018,4,Neuquén,41,56,3,12,2,5907,112,2.0,1.328,3.044,52.313,1.781,21.452,17.135,11.025,6.287,1.589
2018,4,Río Negro,68,34,1,8,5,5186,116,915.0,384.0,1.225,83.412,643.0,13.44,9.569,5.07,3.094,1.049
2018,4,Salta,74,58,638,253,2,3980,135,1.0,49.0,3.659,58.492,36.365,22.91,10.861,2.242,0.0,1.046
2018,4,San Juan,52,6,806,3,1,3190,62,564.0,22.0,1.465,59.811,180.0,312.0,1.0,1.0,606.0,572.0
2018,4,San Luis,11,8,378,53,24,6755,96,291.0,57.0,109.0,19.164,53.183,119.0,62.0,2.0,23.635,882.0
2018,4,Santa Cruz,11,5,382,6,3,2369,24,325.0,25.0,115.0,23.107,779.0,206.0,1.0,4.0,531.0,512.0
2018,4,Santa Fe,336,323,14,19,29,6559,720,229.0,335.0,31.397,276.301,121.009,152.039,74.432,36.427,28.45,1.318
2018,4,Santiago Del Estero,25,61,23,3,81,3740,89,2.0,39.0,3.25,61.347,20.127,3.686,77.0,483.0,326.0,631.0
2018,4,Tierra Del Fuego,20,23,2,0,1,9359,46,544.0,6.0,27.0,29.919,6.323,9.894,24.0,67.0,0.0,744.0
2018,4,Tucumán,159,12,119,686,314,4176,172,32.0,16.0,5.244,82.089,42.766,26.111,847.0,14.839,92.0,1.658
2018,3,Buenos Aires,1,2,156,62,26,6444,4,11.0,991.0,80.459,1445.733,190.805,636.09,897.964,237.248,120.464,1.678
2018,3,Capital Federal,334,1,36,4,9,10845,1,7.0,73.0,8.493,287.919,147.253,370.677,415.02,165.055,0.0,2.164
2018,3,Catamarca,28,4,15,1,2,3292,34,11.0,34.0,1.994,18.475,6.358,5.32,34.0,7.0,2.151,781.0
2018,3,Chaco,54,42,2,3,1,3228,102,12.0,70.0,3.503,38.729,24.916,20.335,11.085,5.667,1.035,1.289
2018,3,Chubut,59,23,1,14,7,5639,101,2.0,67.0,3.951,91.096,6.162,531.0,623.0,164.0,0.0,608.0
2018,3,Córdoba,338,342,16,19,11,6424,726,94.0,81.0,24.767,224.471,96.372,221.984,109.333,39.854,6.49,1.482
2018,3,Corrientes,56,41,212,1,32,3425,99,11.0,11.0,6.754,38.364,24.953,16.601,8.357,4.419,0.0,1.149
2018,3,Entre Ríos,103,84,2,15,80,5022,205,48.0,18.0,9.048,96.095,45.651,31.353,15.111,6.786,0.0,1.052
2018,3,Formosa,23,8,817,14,57,2958,45,0.0,1.11,3.365,22.624,5.259,9.336,1.729,1.434,0.0,932.0
2018,3,Jujuy,33,11,32,641,43,2326,45,1.0,345.0,3.02,29.048,7.756,4.066,39.0,623.0,0.0,767.0
2018,3,La Pampa,12,55,8,7,987,7175,83,244.0,242.0,8.417,68.507,3.153,920.0,1.189,216.0,698.0,428.0
2018,3,La Rioja,17,35,13,253,35,5073,52,17.0,9.0,1.291,40.647,4.138,5.425,20.0,339.0,0.0,616.0
2018,3,Mendoza,151,40,6,8,2,3799,206,1.0,20.0,1.525,199.297,2.476,4.727,27.0,129.0,0.0,579.0
2018,3,Misiones,56,51,512,391,56,3210,108,0.0,48.0,5.749,39.617,24.747,21.212,14.674,4.547,0.0,1.249
2018,3,Neuquén,47,54,998,12,3,6049,115,2.0,1.396,2.244,55.822,1.647,23.785,15.218,9.718,6.105,1.467
2018,3,Río Negro,69,33,1,5,5,5054,112,1.0,409.0,5.221,75.929,512.0,14.912,8.47,4.332,3.719,1.006
2018,3,Salta,77,54,678,234,1,3943,133,1.0,116.0,3.721,61.795,32.782,25.582,9.224,502.0,0.0,927.0
2018,3,San Juan,54,6,826,3,1,3305,64,658.0,22.0,1.326,62.525,180.0,312.0,3.0,1.0,0.0,574.0
2018,3,San Luis,11,8,368,53,2,5235,74,300.0,57.0,109.0,19.17,52.94,119.0,63.0,2.0,1.902,881.0
2018,3,Santa Cruz,19,5,585,6,4,3273,34,434.0,26.0,116.0,32.815,778.0,206.0,1.0,3.0,0.0,537.0
2018,3,Santa Fe,339,313,12,16,15,6341,695,217.0,467.0,36.786,269.211,115.907,162.545,62.479,31.266,13.911,1.236
2018,3,Santiago Del Estero,26,59,23,2,81,3625,86,2.0,41.0,2.55,60.26,19.116,3.806,64.0,265.0,0.0,578.0
2018,3,Tierra Del Fuego,19,23,2,1,2,9277,45,508.0,6.0,187.0,41.569,2.27,231.0,24.0,13.0,0.0,599.0
2018,3,Tucumán,161,9,110,252,315,4168,171,31.0,16.0,5.993,81.559,43.282,27.062,941.0,12.187,0.0,1.526
2018,2,Buenos Aires,1,2,144,71,28,6278,3,11.0,1.009,81.354,1459.443,295.457,816.056,536.049,199.589,113.357,1.468
2018,2,Capital Federal,342,978,36,4,9,10653,1,7.0,73.0,9.234,290.291,219.166,445.345,264.805,142.253,0.0,1.894
2018,2,Catamarca,27,4,15,1,2,3286,34,11.0,34.0,2.414,14.624,6.112,4.347,36.0,6.0,6.5,769.0
2018,2,Chaco,54,41,562,2,1,3125,99,12.0,70.0,2.968,34.167,24.282,21.887,9.251,4.63,1.035,1.25
2018,2,Chubut,59,20,1,14,7,5490,98,2.0,67.0,4.471,85.598,5.369,4.0,5.0,9.0,5.01,533.0
2018,2,Córdoba,345,328,14,16,10,6327,713,94.0,81.0,21.779,219.63,102.596,244.291,78.852,34.95,8.11,1.388
2018,2,Corrientes,57,40,201,1,32,3381,98,11.0,11.0,7.047,38.268,24.066,17.926,6.78,3.862,0.0,1.088
2018,2,Entre Ríos,105,80,2,12,80,4920,200,48.0,18.0,8.179,94.459,44.57,34.281,12.012,5.92,0.0,1.019
2018,2,Formosa,24,7,18,14,57,2943,45,,1.11,3.568,22.409,5.176,9.727,1.313,1.243,0.0,897.0
2018,2,Jujuy,34,11,23,640,43,2343,45,1.0,345.0,3.32,29.319,8.083,3.977,44.0,7.0,0.0,629.0
2018,2,La Pampa,12,54,8,7,987,7104,82,244.0,244.0,8.797,68.083,2.409,965.0,969.0,179.0,698.0,410.0
2018,2,La Rioja,17,35,13,253,35,5098,52,17.0,9.0,1.384,40.679,4.198,5.64,20.0,15.0,0.0,559.0
2018,2,Mendoza,153,37,3,6,2,3697,199,1.0,20.0,1.658,164.596,515.0,266.0,17.0,72.0,33.788,588.0
2018,2,Misiones,57,48,512,391,56,3163,106,,48.0,6.092,39.489,23.569,23.747,11.888,3.866,0.0,1.176
2018,2,Neuquén,47,53,998,13,3,6024,114,2.0,1.396,2.408,56.035,1.314,26.417,12.442,8.551,6.105,1.337
2018,2,Río Negro,69,33,1,4,5,5015,111,1.0,409.0,5.298,75.056,523.0,16.48,6.663,3.725,3.975,951.0
2018,2,Salta,78,53,678,234,1,3994,134,1.0,116.0,3.99,61.763,33.285,28.431,7.239,182.0,0.0,893.0
2018,2,San Juan,54,5,826,3,1,3295,63,658.0,22.0,1.378,57.591,11.0,0.0,3.0,0.0,5.068,585.0
2018,2,San Luis,11,8,368,16,2,1515,21,300.0,57.0,101.0,11.992,11.0,0.0,7.0,2.0,9.284,590.0
2018,2,Santa Cruz,19,4,585,7,4,3333,34,435.0,26.0,120.0,28.6,655.0,100.0,1.0,3.0,4.267,519.0
2018,2,Santa Fe,338,304,11,16,15,6257,684,309.0,744.0,34.267,262.603,112.143,175.54,50.525,26.512,22.257,1.175
2018,2,Santiago Del Estero,26,56,23,2,81,3526,84,2.0,41.0,2.717,41.362,18.721,3.278,31.0,31.0,17.589,591.0
2018,2,Tierra Del Fuego,19,23,531,1,2,9161,44,508.0,6.0,188.0,40.912,2.217,75.0,0.0,0.0,107.0,594.0
2018,2,Tucumán,160,9,110,252,315,4151,170,31.0,16.0,6.735,79.899,44.968,27.059,1.084,8.784,1.305,1.351
2018,1,Buenos Aires,1,2,134,64,31,6263,3,11.0,1.514,74.766,1445.752,292.732,886.678,480.237,184.203,105.818,1.42
2018,1,Capital Federal,350,968,36,3,9,10624,1,7.0,89.0,10.039,292.566,222.737,487.826,227.953,127.384,0.0,1.775
2018,1,Catamarca,27,4,15,1,2,3279,34,11.0,34.0,2.896,14.77,6.145,3.539,41.0,4.0,6.5,820.0
2018,1,Chaco,55,40,383,388,1,3083,97,12.0,70.0,3.261,32.516,24.488,23.296,8.219,3.897,1.035,1.244
2018,1,Chubut,56,20,1,14,7,5372,96,2.0,67.0,4.314,83.161,5.358,4.0,5.0,9.0,5.01,542.0
2018,1,Córdoba,349,327,13,13,11,6352,714,101.0,281.0,23.922,222.815,104.3,266.259,57.137,29.228,10.049,1.279
2018,1,Corrientes,57,35,888,1,33,3266,94,11.0,11.0,5.005,37.152,24.038,19.068,5.89,3.256,0.0,1.112
2018,1,Entre Ríos,107,76,4,11,80,4868,197,48.0,18.0,8.861,90.08,45.599,37.401,9.818,5.071,0.0,988.0
2018,1,Formosa,24,7,17,2,57,2140,32,0.0,1.11,3.803,10.092,5.117,10.061,1.091,1.046,0.0,1.106
2018,1,Jujuy,34,10,23,28,43,2312,44,1.0,345.0,4.807,27.219,8.044,3.925,49.0,4.0,0.0,674.0
2018,1,La Pampa,11,51,8,11,2,7175,83,396.0,245.0,8.119,67.104,1.616,1.076,614.0,98.0,3.503,400.0
2018,1,La Rioja,17,35,13,253,35,5144,52,17.0,9.0,1.485,40.68,4.217,5.831,19.0,1.0,0.0,589.0
2018,1,Mendoza,153,37,3,6,2,3707,199,1.0,20.0,1.662,164.599,501.0,266.0,19.0,72.0,33.788,588.0
2018,1,Misiones,56,47,328,5,56,3096,104,0.0,48.0,4.7,35.82,23.291,26.223,10.241,3.219,0.0,1.208
2018,1,Neuquén,47,55,1,12,3,6152,116,2.0,1.396,2.367,59.468,1.311,29.012,9.709,7.378,6.105,1.196
2018,1,Río Negro,69,32,1,4,5,4982,110,1.0,409.0,5.333,74.894,530.0,17.997,4.972,3.129,3.975,898.0
2018,1,Salta,80,52,118,204,1,3978,133,1.0,116.0,4.459,60.334,33.088,30.771,5.145,88.0,0.0,919.0
2018,1,San Juan,54,5,826,2,1,3261,63,658.0,22.0,1.058,57.078,11.0,0.0,3.0,0.0,5.068,585.0
2018,1,San Luis,11,8,368,16,2,1515,21,300.0,57.0,101.0,11.92,11.0,0.0,7.0,2.0,9.284,589.0
2018,1,Santa Cruz,19,4,2,7,3,3355,34,435.0,26.0,120.0,28.6,655.0,100.0,1.0,3.0,4.267,519.0
2018,1,Santa Fe,342,300,11,12,15,6228,680,309.0,1.359,33.639,262.008,108.576,188.9,39.589,22.801,23.181,1.117
2018,1,Santiago Del Estero,27,55,23,1,81,3499,83,2.0,41.0,2.91,41.298,18.914,3.449,33.0,2.0,17.589,625.0
2018,1,Tierra Del Fuego,19,10,531,1,2,6520,31,508.0,6.0,307.0,33.987,2.0,0.0,0.0,0.0,107.0,577.0
2018,1,Tucumán,159,9,107,368,50,4118,168,31.0,16.0,7.472,78.811,45.675,26.405,1.218,7.082,1.305,936.0
2017,4,Buenos Aires,1,2,131,60,31,5761,3,11.0,3.865,55.046,1551.194,264.645,712.513,335.14,151.747,114.182,1.297
2017,4,Capital Federal,571,962,36,3,10,12290,2,7.0,314.0,31.411,517.018,284.04,458.12,178.396,114.939,0.0,1.52
2017,4,Catamarca,27,263,11,1,2,2862,30,10.0,34.0,3.182,15.315,5.904,2.927,43.0,2.0,2.151,778.0
2017,4,Chaco,55,40,389,380,1,3081,97,12.0,70.0,3.432,37.144,24.088,20.123,7.29,3.289,1.035,1.17
2017,4,Chubut,56,15,1,14,7,5146,91,2.0,67.0,4.313,83.676,5.355,7.0,5.0,9.0,0.0,541.0
2017,4,Córdoba,350,325,13,12,11,6333,710,105.0,291.0,25.411,280.837,102.892,217.602,40.898,24.251,8.429,1.164
2017,4,Corrientes,57,35,894,1,35,3252,94,11.0,11.0,5.22,41.08,23.686,16.046,5.053,2.675,0.0,1.038
2017,4,Entre Ríos,108,74,2,10,86,4789,194,49.0,1.685,9.078,95.466,45.189,30.01,7.958,4.113,0.0,930.0
2017,4,Formosa,23,7,19,2,51,2127,32,0.0,1.11,4.061,13.22,4.867,6.996,977.0,824.0,0.0,1.011
2017,4,Jujuy,34,10,20,28,34,2274,44,1.0,345.0,5.364,26.566,7.721,3.507,44.0,3.0,0.0,664.0
2017,4,La Pampa,11,50,8,11,2,7105,82,396.0,310.0,8.729,66.053,1.227,792.0,391.0,81.0,3.503,398.0
2017,4,La Rioja,17,35,14,253,31,5157,52,17.0,9.0,1.488,40.777,4.083,5.813,22.0,3.0,0.0,588.0
2017,4,Mendoza,153,16,3,6,2,3333,179,1.0,26.0,1.656,177.646,438.0,278.0,29.0,81.0,0.0,571.0
2017,4,Misiones,56,47,95,5,54,3114,104,0.0,1.053,3.9,41.723,23.131,22.262,9.091,2.735,0.0,1.132
2017,4,Neuquén,47,54,1,12,3,6124,115,2.0,1.396,2.372,68.036,1.325,22.781,7.528,6.3,6.105,1.072
2017,4,Río Negro,69,30,1,4,5,4938,109,1.0,409.0,5.598,81.078,485.0,12.502,3.447,2.44,3.719,805.0
2017,4,Salta,81,50,127,158,1,3980,133,1.0,636.0,4.275,73.284,32.842,18.968,3.559,84.0,0.0,845.0
2017,4,San Juan,54,451,812,2,1,3030,58,659.0,22.0,1.062,57.525,9.0,0.0,2.0,2.0,0.0,583.0
2017,4,San Luis,11,1,335,17,2,1059,15,300.0,59.0,101.0,12.822,8.0,0.0,1.0,7.0,1.902,573.0
2017,4,Santa Cruz,19,2,582,5,4,2891,29,434.0,68.0,78.0,29.073,655.0,100.0,1.0,3.0,0.0,521.0
2017,4,Santa Fe,342,294,11,11,15,6171,672,323.0,3.109,34.132,309.998,108.939,151.329,30.736,19.602,14.119,1.03
2017,4,Santiago Del Estero,27,40,19,1,80,2913,69,2.0,41.0,3.091,43.544,18.773,3.359,32.0,2.0,0.0,617.0
2017,4,Tierra Del Fuego,19,7,530,1,2,5989,28,508.0,6.0,310.0,31.334,2.0,0.0,0.0,0.0,0.0,520.0
2017,4,Tucumán,157,5,105,102,319,3990,162,34.0,105.0,8.164,78.75,45.241,24.318,1.303,4.367,0.0,911.0
2017,3,Buenos Aires,1,2,125,35,39,5563,3,11.0,6.577,51.411,1733.479,311.652,676.137,140.812,108.4,0.0,843.0
2017,3,Capital Federal,583,941,33,3,10,12186,2,7.0,283.0,33.924,590.689,311.411,426.3,120.675,91.917,0.0,1.064
2017,3,Catamarca,27,4,12,1,2,3249,33,11.0,52.0,3.204,15.383,5.758,2.563,50.0,1.0,0.0,526.0
2017,3,Chaco,55,37,456,36,1,2998,94,12.0,95.0,3.496,40.059,23.008,20.307,3.827,2.004,0.0,848.0
2017,3,Chubut,56,6,1,14,7,4622,81,2.0,436.0,3.989,71.843,2.336,3.0,0.0,0.0,0.0,348.0
2017,3,Córdoba,345,319,11,7,15,6231,697,108.0,327.0,26.154,309.161,100.113,189.302,38.131,16.741,0.0,912.0
2017,3,Corrientes,56,34,947,1,27,3217,93,12.0,24.0,5.629,44.305,22.785,15.576,2.635,1.607,0.0,745.0
2017,3,Entre Ríos,108,70,2,6,63,4596,185,50.0,1.691,7.545,98.032,42.947,29.011,3.878,2.397,0.0,699.0
2017,3,Formosa,23,7,428,2,12,2135,32,0.0,1.063,3.716,13.752,5.187,6.056,899.0,459.0,0.0,707.0
2017,3,Jujuy,34,9,20,23,8,2265,43,1.0,337.0,5.723,26.835,7.369,2.962,41.0,2.0,0.0,469.0
2017,3,La Pampa,11,50,5,12,2,6914,79,410.0,343.0,8.244,64.794,855.0,588.0,327.0,51.0,0.0,344.0
2017,3,La Rioja,17,35,14,252,25,5147,52,17.0,16.0,1.497,40.882,3.899,5.604,23.0,3.0,0.0,501.0
2017,3,Mendoza,154,34,3,29,2,3570,191,2.0,32.0,95.0,158.461,115.0,67.0,29.0,19.0,0.0,351.0
2017,3,Misiones,56,44,110,5,9,3021,100,0.0,1.058,4.123,42.9,22.808,23.913,3.843,1.881,0.0,843.0
2017,3,Neuquén,48,52,1,12,3,6083,114,2.0,2.036,1.457,72.532,1.034,20.213,7.067,4.937,0.0,817.0
2017,3,Río Negro,69,30,1,3,4,4852,106,1.0,422.0,5.641,83.9,306.0,10.116,2.965,1.659,0.0,549.0
2017,3,Salta,81,50,127,158,1,3984,133,1.0,645.0,4.494,78.83,32.433,14.62,2.315,63.0,0.0,613.0
2017,3,San Juan,54,5,816,1,1,3237,62,660.0,31.0,1.077,57.582,1.0,0.0,2.0,2.0,0.0,345.0
2017,3,San Luis,11,8,347,26,2,1548,21,311.0,63.0,3.0,12.325,7.0,0.0,1.0,7.0,0.0,350.0
2017,3,Santa Cruz,19,5,2,5,3,3329,33,468.0,188.0,23.0,29.102,542.0,66.0,33.0,1.0,0.0,361.0
2017,3,Santa Fe,323,291,6,5,37,6091,662,256.0,3.116,34.019,320.017,104.453,125.339,24.536,12.982,0.0,779.0
2017,3,Santiago Del Estero,28,54,19,911,35,3512,83,2.0,69.0,3.288,40.435,18.489,3.047,30.0,2.0,0.0,518.0
2017,3,Tierra Del Fuego,22,7,622,1,2,6574,31,583.0,9.0,297.0,33.858,0.0,0.0,0.0,0.0,0.0,348.0
2017,3,Tucumán,154,6,106,40,305,3970,161,33.0,109.0,8.948,83.07,45.302,20.514,1.361,655.0,0.0,639.0
2017,2,Buenos Aires,1,2,119,22,24,5627,3,11.0,7.548,47.472,1910.156,299.009,573.298,93.059,46.178,0.0,720.0
2017,2,Capital Federal,615,932,39,3,11,12406,2,8.0,556.0,35.663,726.223,304.97,378.571,80.234,37.977,0.0,884.0
2017,2,Catamarca,26,255,14,1,34,2598,27,13.0,15.0,3.318,15.655,5.325,2.342,47.0,1.0,0.0,510.0
2017,2,Chaco,54,36,458,52,39,2905,91,14.0,191.0,3.733,42.59,22.349,18.044,3.157,545.0,0.0,769.0
2017,2,Chubut,44,1,916,13,5,3555,62,2.0,403.0,4.186,73.76,1.88,0.0,0.0,0.0,0.0,345.0
2017,2,Córdoba,342,303,4,6,2,5897,658,133.0,251.0,26.862,370.865,88.479,146.683,20.351,5.069,0.0,742.0
2017,2,Corrientes,55,33,258,1,31,3139,90,12.0,15.0,5.912,46.483,21.776,13.043,2.218,647.0,0.0,679.0
2017,2,Entre Ríos,108,68,254,6,71,4539,183,57.0,1.68,7.944,104.422,41.8,23.524,2.604,823.0,0.0,629.0
2017,2,Formosa,22,6,17,1,13,1997,30,0.0,1.486,3.419,14.787,4.795,4.583,749.0,139.0,0.0,618.0
2017,2,Jujuy,34,9,22,0,35,2240,43,1.0,311.0,5.877,26.915,6.974,2.538,42.0,1.0,0.0,454.0
2017,2,La Pampa,13,48,5,6,511,6349,73,449.0,356.0,8.633,59.045,558.0,336.0,244.0,21.0,0.0,332.0
2017,2,La Rioja,16,0,15,2,28,1620,16,18.0,9.0,1.554,9.304,3.599,1.796,24.0,2.0,0.0,553.0
2017,2,Mendoza,153,13,3,27,2,3176,169,1.0,109.0,24.0,177.203,92.0,50.0,5.0,22.0,0.0,351.0
2017,2,Misiones,57,43,103,5,9,3009,100,0.0,1.011,4.447,47.244,22.033,21.599,2.892,570.0,0.0,760.0
2017,2,Neuquén,52,50,1,12,3,6191,115,2.0,1.542,1.395,81.272,849.0,18.051,4.774,1.703,0.0,670.0
2017,2,Río Negro,67,29,961,3,1,4602,101,998.0,973.0,5.606,88.085,245.0,7.99,1.921,559.0,0.0,474.0
2017,2,Salta,80,27,115,158,804,3274,109,1.0,594.0,4.719,67.576,23.185,11.333,1.068,76.0,0.0,576.0
2017,2,San Juan,49,451,772,1,915,2696,51,620.0,15.0,193.0,58.588,0.0,0.0,0.0,4.0,0.0,349.0
2017,2,San Luis,11,1,354,26,375,951,13,315.0,8.0,4.0,14.014,0.0,0.0,1.0,2.0,0.0,350.0
2017,2,Santa Cruz,15,3,1,5,2,2625,26,369.0,188.0,24.0,30.913,541.0,66.0,33.0,0.0,0.0,360.0
2017,2,Santa Fe,330,228,3,5,1,5227,567,362.0,4.967,38.721,311.83,92.854,97.563,16.794,4.275,0.0,684.0
2017,2,Santiago Del Estero,28,4,19,911,29,1412,33,2.0,26.0,3.539,20.384,6.432,2.802,16.0,0.0,0.0,506.0
2017,2,Tierra Del Fuego,23,7,665,1,2,6846,32,619.0,16.0,285.0,35.409,0.0,0.0,0.0,0.0,0.0,348.0
2017,2,Tucumán,149,5,116,14,45,3819,154,37.0,96.0,9.236,83.342,42.536,17.788,1.371,21.0,0.0,609.0
2017,1,Buenos Aires,2,1,119,21,24,5857,3,11.0,6.017,83.918,2057.698,402.315,523.54,90.937,22.299,0.0,668.0
2017,1,Capital Federal,429,918,38,3,11,10837,1,8.0,510.0,1.409,678.922,218.487,277.195,66.536,19.881,0.0,835.0
2017,1,Catamarca,26,248,14,1,34,2566,26,13.0,15.0,3.328,15.861,4.901,2.161,49.0,0.0,0.0,497.0
2017,1,Chaco,54,34,252,52,39,2862,89,14.0,191.0,3.835,44.544,21.467,15.671,3.025,314.0,0.0,731.0
2017,1,Chubut,44,999,916,13,5,3566,62,2.0,401.0,4.182,73.759,1.808,0.0,0.0,0.0,0.0,344.0
2017,1,Córdoba,336,293,5,6,1,5765,641,133.0,50.0,28.732,391.556,82.011,118.643,19.035,2.071,0.0,680.0
2017,1,Corrientes,55,32,236,1,31,3094,89,12.0,15.0,6.04,48.149,20.586,11.468,2.044,303.0,0.0,643.0
2017,1,Entre Ríos,109,65,230,6,71,4491,180,57.0,1.68,8.08,108.379,39.146,20.562,2.254,317.0,0.0,595.0
2017,1,Formosa,22,6,16,1,13,1984,30,0.0,1.535,3.538,15.473,4.446,4.058,635.0,22.0,0.0,574.0
2017,1,Jujuy,34,9,22,0,34,2276,43,1.0,330.0,6.213,27.824,6.486,2.306,44.0,0.0,0.0,439.0
2017,1,La Pampa,13,47,5,6,517,6267,71,455.0,362.0,9.279,57.739,331.0,192.0,165.0,11.0,0.0,322.0
2017,1,La Rioja,16,0,15,2,28,1620,16,18.0,9.0,1.578,9.486,3.409,1.718,22.0,2.0,0.0,543.0
2017,1,Mendoza,153,13,3,27,2,3184,169,1.0,106.0,15.0,177.201,86.0,50.0,5.0,22.0,0.0,351.0
2017,1,Misiones,57,40,101,5,8,2952,98,0.0,1.01,4.665,45.95,23.847,19.356,2.627,166.0,0.0,734.0
2017,1,Neuquén,52,48,1,12,3,6102,113,2.0,1.547,1.418,83.813,902.0,15.13,4.223,458.0,0.0,603.0
2017,1,Río Negro,67,29,954,3,1,4603,100,1.0,986.0,5.647,89.622,246.0,6.738,1.594,200.0,0.0,445.0
2017,1,Salta,80,27,114,158,679,3258,108,1.0,579.0,4.861,70.922,21.554,9.386,267.0,74.0,0.0,534.0
2017,1,San Juan,49,451,772,1,907,2704,51,620.0,8.0,192.0,58.588,0.0,0.0,0.0,4.0,0.0,349.0
2017,1,San Luis,11,1,354,26,375,955,13,315.0,8.0,4.0,14.014,0.0,0.0,1.0,2.0,0.0,350.0
2017,1,Santa Cruz,16,3,1,5,2,2652,26,370.0,190.0,23.0,31.078,474.0,68.0,30.0,0.0,0.0,359.0
2017,1,Santa Fe,327,226,3,5,1,5197,563,362.0,4.966,39.463,340.418,77.152,83.008,15.775,1.831,0.0,628.0
2017,1,Santiago Del Estero,30,4,19,911,29,1470,34,2.0,26.0,3.772,21.659,6.218,2.786,17.0,0.0,0.0,495.0
2017,1,Tierra Del Fuego,23,7,665,1,2,6892,32,619.0,16.0,285.0,35.409,0.0,0.0,0.0,0.0,0.0,348.0
2017,1,Tucumán,147,5,116,14,45,3790,153,37.0,96.0,9.682,86.47,39.155,15.951,1.383,13.0,0.0,588.0
2016,4,Buenos Aires,2,1,119,21,24,6124,3,11.0,6.055,86.281,2085.605,403.575,467.398,72.348,17.279,0.0,635.0
2016,4,Capital Federal,435,915,38,3,11,12063,1,8.0,517.0,1.477,704.324,225.723,264.582,53.506,16.756,0.0,796.0
2016,4,Catamarca,27,250,14,1,34,2654,27,13.0,15.0,3.478,16.519,4.889,2.077,54.0,0.0,0.0,489.0
2016,4,Chaco,55,34,248,52,39,2879,89,14.0,191.0,3.983,45.634,21.323,14.887,2.586,250.0,0.0,708.0
2016,4,Chubut,44,955,916,13,5,3607,62,2.0,401.0,4.493,73.951,1.352,0.0,0.0,0.0,0.0,341.0
2016,4,Córdoba,337,289,3,6,789,5770,636,133.0,50.0,29.38,404.645,77.966,108.368,15.458,1.606,0.0,647.0
2016,4,Corrientes,55,31,233,1,31,3098,88,12.0,15.0,6.109,48.995,20.187,10.908,1.645,234.0,0.0,624.0
2016,4,Entre Ríos,109,64,226,6,71,4521,180,57.0,1.68,8.253,110.296,38.491,19.509,1.801,280.0,0.0,581.0
2016,4,Formosa,22,6,16,1,13,1985,30,0.0,1.573,3.519,15.791,4.114,3.855,649.0,17.0,0.0,563.0
2016,4,Jujuy,34,9,22,0,34,2265,43,1.0,303.0,6.225,27.778,6.143,2.134,43.0,0.0,0.0,432.0
2016,4,La Pampa,13,47,5,6,522,6302,71,460.0,368.0,9.789,56.694,16.0,335.0,132.0,11.0,0.0,319.0
2016,4,La Rioja,16,0,16,2,28,1646,16,18.0,9.0,1.646,9.635,3.334,1.675,13.0,3.0,0.0,534.0
2016,4,Mendoza,153,13,3,27,2,3211,169,1.0,114.0,16.0,177.194,79.0,49.0,5.0,20.0,0.0,351.0
2016,4,Misiones,58,39,100,5,8,2972,97,0.0,1.01,4.783,47.454,23.433,18.371,2.215,126.0,0.0,711.0
2016,4,Neuquén,52,46,1,12,3,6087,112,2.0,1.539,1.406,84.859,792.0,14.153,3.073,271.0,0.0,568.0
2016,4,Río Negro,67,28,954,3,1,4639,100,1.0,998.0,2.953,92.967,248.0,6.317,1.174,122.0,0.0,437.0
2016,4,Salta,79,27,110,158,621,3269,107,1.0,577.0,5.027,71.636,20.787,8.611,239.0,70.0,0.0,522.0
2016,4,San Juan,49,451,772,1,907,2729,51,620.0,8.0,220.0,58.608,0.0,0.0,0.0,4.0,0.0,349.0
2016,4,San Luis,11,1,354,26,375,964,13,315.0,8.0,4.0,14.014,0.0,0.0,1.0,2.0,0.0,350.0
2016,4,Santa Cruz,16,3,1,5,2,2705,26,370.0,189.0,23.0,31.369,342.0,80.0,10.0,0.0,0.0,356.0
2016,4,Santa Fe,327,226,3,5,1,5219,561,362.0,4.966,40.102,349.722,74.401,77.667,13.155,1.529,0.0,604.0
2016,4,Santiago Del Estero,30,4,19,911,29,1507,35,2.0,26.0,3.925,22.246,6.178,2.664,15.0,0.0,0.0,487.0
2016,4,Tierra Del Fuego,23,7,665,1,2,7031,32,619.0,16.0,285.0,35.409,0.0,0.0,0.0,0.0,0.0,348.0
2016,4,Tucumán,147,4,116,14,45,3798,152,37.0,96.0,10.021,87.994,37.721,14.389,1.4,10.0,0.0,573.0
2016,3,Buenos Aires,2,1,113,19,24,6014,3,11.0,5.856,107.945,2148.475,393.53,399.116,52.9,13.318,0.0,591.0
